W+1/RB1in/2,Backward,9607.16,9512.42,97.5421,179.445,9047.16,3.66,95.9842,94.4633,2.12225,1.92731
W+1/RB1out/2,Backward,9717.45,9593,99.8192,164.831,9117.45,3.67,97.9576,95.6822,2.03857,1.84514
W+1/RB2out/2,Backward,9489.51,9396.09,97.9514,219.387,9009.51,3.68,96.6406,94.9763,1.92978,1.7269
W+1/RB3/3-,Forward,9569.39,9431.83,99.1609,236.201,9109.39,3.69,97.9377,94.7713,1.75344,1.5637
W+1/RB3/3+,Forward,9541.12,9421.26,99.2572,215.699,9051.12,3.7,97.8741,95.4346,1.69557,1.54497
W+1/RB4/3-,Forward,9615.97,9523.46,100.126,172.096,9035.97,3.71,98.3026,96.7371,1.61059,1.5172
W+1/RB4/3+,Forward,9534.89,9453.52,98.1692,224.056,9054.89,3.72,96.9573,95.656,1.61923,1.51575
W+1/RB3/3-,Backward,9494.28,9431.83,98.6998,247.152,9044.28,3.73,97.6232,96.7065,1.58042,1.48926
W+1/RB3/3+,Backward,9501.4,9421.26,99.0258,237.238,9041.4,3.74,97.8344,96.4929,1.71239,1.56928
W+1/RB4/3-,Backward,9630.96,9523.46,98.8917,172.805,9050.96,3.75,97.2049,95.3829,1.53858,1.4381
W+1/RB4/3+,Backward,9572.15,9453.52,97.2978,189.615,9042.15,3.76,95.76,93.5117,1.52085,1.41119
W+1/RB2in/3,Backward,9521.58,9398.42,98.2449,204.923,9011.58,3.77,96.8702,94.4976,1.72645,1.54575
W+1/RB2in/3,Central,9547.79,9398.42,98.3826,180.785,8987.79,3.78,96.804,93.7971,1.95775,1.74595
W+1/RB2in/3,Forward,9449.05,9398.42,98.9509,194.554,8919.05,3.79,97.4426,96.7216,1.91385,1.82931
W+1/RB1in/3,Forward,9504.61,9454.61,96.7703,199.696,8994.61,3.8,95.3543,94.6467,2.18232,2.05923
W+1/RB1out/3,Forward,9496,9433.53,98.7897,180.468,8936,3.81,97.1665,96.2515,2.22129,2.0933
W+1/RB2out/3,Forward,9423.94,9373.94,95.2764,208.84,8933.94,3.82,93.9961,93.3064,1.98921,1.87128
W+1/RB1in/3,Backward,9606.6,9454.61,94.8245,180.253,9066.6,3.83,93.2876,90.1095,1.98502,1.6862
W+1/RB1out/3,Backward,9571.06,9433.53,98.3183,180.948,9021.06,3.84,96.633,93.8149,2.09245,1.78885
W+1/RB2out/3,Backward,9665.38,9373.94,97.4075,182.371,9115.38,3.85,95.8489,85.1292,1.68172,1.41028
W+1/RB3/10-,Forward,9484.76,9417.15,99.0513,255.011,9044.76,3.86,97.996,96.9568,1.77265,1.64809
W+1/RB3/10+,Forward,9596.45,9481.4,99.3121,192.732,9066.45,3.87,97.7156,95.5006,1.92378,1.74019
W+1/RB4/10+,Forward,9551.79,9414.26,98.4344,205.095,9041.79,3.88,97.0507,94.2084,1.81516,1.61045
W+1/RB4/10-,Forward,9713.35,9619.39,70.9824,111.102,9083.35,3.89,69.634,68.5904,1.95113,1.83174
W+1/RB3/10-,Backward,9549.54,9417.15,96.9506,206.55,9049.54,3.9,95.6018,92.9003,1.80685,1.60697
W+1/RB3/10+,Backward,9566.35,9481.4,98.4496,214.146,9076.35,3.91,97.0831,95.6309,1.77063,1.62356
W+1/RB4/10+,Backward,9476.73,9414.26,97.8855,260.265,9046.73,3.92,96.8852,95.9603,1.37802,1.32174
W+1/RB4/10-,Backward,9725.43,9619.39,95.4036,166.864,9145.43,3.93,93.7823,92.0616,1.48178,1.40973
W+1/RB2in/10,Backward,9583,9460.92,98.9136,206.377,9073,3.94,97.5312,95.1767,1.6867,1.5403
W+1/RB2in/10,Central,9538.84,9460.92,98.5109,204.137,9028.84,3.95,97.0941,95.8431,1.70377,1.59601
W+1/RB2in/10,Forward,9571.39,9460.92,99.5541,186.491,9021.39,3.96,97.9645,95.9902,1.84814,1.67377
W+1/RB1in/10,Forward,9412.87,9307.55,98.1459,285.881,9002.87,3.97,97.3264,95.4053,2.18732,1.86585
W+1/RB1out/10,Forward,9484.48,9379.03,98.8219,230.955,9014.48,3.98,97.6158,95.6546,2.11862,1.8771
W+1/RB2out/10,Forward,9503.86,9389.75,98.0137,226.263,9033.86,3.99,96.7523,94.4811,1.94232,1.73974
W+1/RB1in/10,Backward,9402.23,9307.55,96.7894,284.294,8992.23,4,96.0126,94.4647,2.00205,1.7317
W+1/RB1out/10,Backward,9473.57,9379.03,98.4434,233.534,9003.57,4.01,97.318,95.7283,1.94979,1.7445
W+1/RB2out/10,Backward,9475.65,9389.75,98.9301,244.071,9025.65,4.02,97.7776,96.2811,1.81722,1.656
W+1/RB3/11-,Forward,9629.33,9554.05,97.9313,196.982,9109.33,4.03,96.4612,95.2706,1.66885,1.57933
W+1/RB3/11+,Forward,9600.83,9516.75,100.525,179.043,9030.83,4.04,98.822,97.4674,1.97993,1.86834
W+1/RB4/11,Forward,9630.07,9521.75,99.8155,178.565,9060.07,4.05,98.154,96.2775,1.7871,1.66202
W+1/RB3/11-,Backward,9678.77,9554.05,98.8765,206.699,9168.77,4.06,97.5058,95.0837,1.6081,1.46753
W+1/RB3/11+,Backward,9632.67,9516.75,99.711,170.653,9042.67,4.07,97.9851,95.9729,1.90064,1.73824
W+1/RB4/11,Backward,9613.43,9521.75,97.7933,187.754,9073.43,4.08,96.2711,94.7636,1.57803,1.48936
W+1/RB2in/11,Backward,9561.02,9413.79,90.3102,192.438,9061.02,4.09,89.0547,86.0548,1.74713,1.52879
W+1/RB2in/11,Central,9466.56,9413.79,98.0253,224.871,8986.56,4.1,96.8417,96.1187,1.74712,1.65364
W+1/RB2in/11,Forward,9474.89,9413.79,99.0768,221.629,8994.89,4.11,97.7438,96.7964,1.90022,1.76747
W+1/RB1in/11,Forward,9494.74,9414.13,97.568,179.195,8934.74,4.12,95.9992,94.7682,2.39639,2.20704
W+1/RB1out/11,Forward,9396.87,9341.49,98.819,222.392,8916.87,4.13,97.5232,96.7035,2.02167,1.88927
W+1/RB2out/11,Forward,9497.13,9378.05,97.5085,216.903,9007.13,4.14,96.2781,94.0412,1.84622,1.7061
W+1/RB1in/11,Backward,9533.53,9414.13,97.3587,185.019,8993.53,4.15,95.779,93.5356,2.1725,1.905
W+1/RB1out/11,Backward,9486.1,9341.49,89.4268,204.689,9006.1,4.16,88.3365,85.462,1.92954,1.61418
W+1/RB2out/11,Backward,9458.96,9378.05,97.7021,252.641,9018.96,4.17,96.6815,95.3771,1.58394,1.4915
W+1/RB3/12-,Forward,9531.86,9471.3,99.7302,211.335,9031.86,4.18,98.3111,97.3816,1.79035,1.71712
W+1/RB3/12+,Forward,9549.57,9476.53,99.307,212.71,9049.57,4.19,97.9563,96.8109,1.7594,1.64064
W+1/RB4/12-,Forward,9641.9,9508.82,100.157,181.04,9081.9,4.2,98.4401,95.7843,1.66595,1.52154
W+1/RB4/12+,Forward,9720.62,9.51E+06,101.114,166.741,9120.62,4.21,98.4401,95.7843,1.66595,1.52154
W+1/RB3/12-,Backward,9610.75,9471.3,98.6806,202.969,9100.75,4.22,97.2169,94.2128,1.54095,1.4045
