RE-3/2/16,A,9000,70
RE-3/2/16,A,9200,80
RE-3/2/16,A,9400,85
RE-3/2/16,A,9600,80
RE-3/2/16,A,9800,75
RE-3/2/16,A,10000,90
RE-3/2/16,B,9000,47
RE-3/2/16,B,9200,34
RE-3/2/16,B,9400,56
RE-3/2/16,B,9600,76
RE-3/2/16,B,9800,64
RE-3/2/16,B,10000,90
RE-3/2/16,C,9000,67
RE-3/2/16,C,9200,80
RE-3/2/16,C,9400,43
RE-3/2/16,C,9600,80
RE-3/2/16,C,9800,54
RE-3/2/16,C,10000,90
